objectid,filename,title,creator,date,description,format,subject,grouping,distinction,location,collection_grouping_location_notes,accession_number,museum_entry link,collection number,file count,artist,culture,country,earliest_date,latest_date,style_or_period,materials_or_techniques,measurements[67431],creation_or_discovery site,photographer,relationships,rights,license_info
SSID23179181_P7171362.JPG,https://archive.org/download/SSID23179181_P7171362.JPG/SSID23179181_P7171362.JPG,Lekythos,Timothy Moore Project Collection,7/17/16,"another side of a Lekythos with Komasts with instruments (number 15), this side shows a lyre",image/jpeg,;Komos; lyre; string; komast,,,"National Archaeological Museum, Athens",,9686,,,1,Theseus Painter,Greek,,490BC,480BC,Archaic Greek,clay,,Unknown Provenance,Timothy J. Moore,P7171360,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179180_P7171360.JPG,https://archive.org/download/SSID23179180_P7171360.JPG/SSID23179180_P7171360.JPG,Lekythos,Timothy Moore Project Collection,7/17/16,"one side of a Lekythos with Komasts with instruments (number 15), this side shows an aulos",image/jpeg,music;Komast; aulos; tibia; wind; komos,,music,"National Archaeological Museum, Athens",,9686,,,1,Theseus Painter,Greek,,490BC,480BC,Archaic Greek,clay,,Unknown Provenance,Timothy J. Moore,P7171362,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179179_P7171358.JPG,https://archive.org/download/SSID23179179_P7171358.JPG/SSID23179179_P7171358.JPG,Oinochoe,Timothy Moore Project Collection,7/17/16,"an Oniochoe showing Komos with the inscription: ""Xenokles, Kleisophos made and painted [me]"" (number 8)",image/jpeg,music;aulos; tibia; wind; Komos; Xenokles; Kleisophos; Dionysos,,music,"National Archaeological Museum, Athens",,1045,https://www.flickr.com/photos/mirth_matter/7948325488,,1,Kleisophos,Greek,,520BC,500BC,Archaic Greek,clay,,"Theatre of Dionysos, Athens",Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179178_P7171355.JPG,https://archive.org/download/SSID23179178_P7171355.JPG/SSID23179178_P7171355.JPG,Pelike,Timothy Moore Project Collection,7/17/16,a pelike showing Apollo between Dionysos and Artemis,image/jpeg,non-music;Apollo; Dionysos; Artemis; marble relief,,non-music,"National Archaeological Museum, Athens",,448,https://commons.wikimedia.org/wiki/File:Ancient_Greek_Pottery_(28434775136).jpg,,1,(In the manner of the Eucharides Painter),Greek,,500BC,480BC,Archaic Greek,clay,,"Exarchos, Locris",Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179177_P7171353.JPG,https://archive.org/download/SSID23179177_P7171353.JPG/SSID23179177_P7171353.JPG,Lekythos,Timothy Moore Project Collection,7/17/16,"Lekythos of Sirens on rocks, one playing the lyre",image/jpeg,music;lyre; string; siren; myth; Odyssey; marble krater,,music,"National Archaeological Museum, Athens",,603,"https://commons.wikimedia.org/wiki/File:Manifattura_attica,_lekythos_con_sirene_musicanti_su_rocce,_500-490_ac_ca._(atene,_man)_02.jpg",,1,,Greek,,500BC,401BC,Archaic Greek/Classical Greek,clay,,Unknown Provenance,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179176_P7171349.JPG,https://archive.org/download/SSID23179176_P7171349.JPG/SSID23179176_P7171349.JPG,White-ground lekythos,Timothy Moore Project Collection,7/17/16,a lekythos of Satyrs dancing the pyrrihic,image/jpeg,music;aulos; tibia; wind; Satyr; dancing; dance; pyrrihic,,music,"National Archaeological Museum, Athens",,18567,,,1,Athena Painter,Greek,,500BC,480BC,Archaic Greek/Classical Greek,clay,,Unknown Provenance,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179175_P7171348.JPG,https://archive.org/download/SSID23179175_P7171348.JPG/SSID23179175_P7171348.JPG,White-ground lekythos,Timothy Moore Project Collection,7/17/16,"a lekythos of Komast playing aulos, boy and dog (number 7)",image/jpeg,music;aulos; tibia; wind; Komast; Velanideza; Athena Painter,,music,"National Archaeological Museum, Athens",,1067,,,1,Athena Painter,Greek,,490BC,480BC,Archaic Greek/Classical Greek,clay,,Velanideza?,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179174_P7171345.JPG,https://archive.org/download/SSID23179174_P7171345.JPG/SSID23179174_P7171345.JPG,Pelike,Timothy Moore Project Collection,7/17/16,a pelike of a youth with a lyre in front of an altar and herm,image/jpeg,music;lyre; barbitos; string; youth; altar; herm; Perachora,,music,"National Archaeological Museum, Athens",,17170,https://www.flickr.com/photos/69716881@N02/24960903118,,1,(In the manner of the Pig Painter),Greek,,470BC,460BC,Classical Greek,clay,,Perachora,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179173_P7171343.JPG,https://archive.org/download/SSID23179173_P7171343.JPG/SSID23179173_P7171343.JPG,Lekythos,Timothy Moore Project Collection,7/17/16,a lekythos of a female figure with a lyre and a girl with a ribbon,image/jpeg,music;lyre; string; female; girl; ribbon; panpipe; syrinx;marble disc,,music,"National Archaeological Museum, Athens",,19503,,,1,,Greek,,470BC?,450BC?,Classical Greek,clay,,Unknown Provenance,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179172_P7171341.JPG,https://archive.org/download/SSID23179172_P7171341.JPG/SSID23179172_P7171341.JPG,Attic red-figure pelike,Timothy Moore Project Collection,7/17/16,Side A of an Attic red-figure pelike of  Heracles killing Busiris and his priests,image/jpeg,non-music;Heracles; Busiris; Thespiai; priest; Egypt; sacrifice; bronze statue,Alternate Angles,non-music,"National Archaeological Museum, Athens",Attic red-figure pelike Alternate Angles,9683,https://wordpressua.uark.edu/dlevine/religionimages/,,1,Pan Painter,Greek,,480BC,460BC,Classical Greek,clay,,Thespiai,Timothy J. Moore,P7171340,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179171_P7171340.JPG,https://archive.org/download/SSID23179171_P7171340.JPG/SSID23179171_P7171340.JPG,Attic red-figure pelike,Timothy Moore Project Collection,7/17/16,Side B of an Attic red-figure pelike of priests terrified by Heracles,image/jpeg,non-music;Heracles; Busiris; Thespiai; priest; Egypt; sacrifice; marble plaque,Alternate Angles,non-music,"National Archaeological Museum, Athens",Attic red-figure pelike Alternate Angles,9683,https://commons.wikimedia.org/wiki/File:Pan_Painter_ARV_554_82_Herakles_and_Busiris_(03).jpg,,1,Pan Painter,Greek,,480BC,460BC,Classical Greek,clay,,Thespiai,Timothy J. Moore,P7171341,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179170_P7171338.JPG,https://archive.org/download/SSID23179170_P7171338.JPG/SSID23179170_P7171338.JPG,Pelike,Timothy Moore Project Collection,7/17/16,a Pelike depicting Dionysos between a Maenad and a Satyr; the satyr plays an aulos,image/jpeg,music;aulos; tibia; wind; Maenad; Dionysos; Satyr; Bacchant; marble statue,,music,"National Archaeological Museum, Athens",,1337,,,1,,Greek,,440BC,430BC,Classical Greek,clay,,Tanagra,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179169_P7171336.JPG,https://archive.org/download/SSID23179169_P7171336.JPG/SSID23179169_P7171336.JPG,Pyxis,Timothy Moore Project Collection,7/17/16,A pyxis showing Apollo sitting with a lyre and the muses,image/jpeg,music;Apollo; Muse; lyre; string,,music,"National Archaeological Museum, Athens",,1241,,,1,Phiale Painter,Greek,,440BC,430BC,Classical Greek,clay,,Athens,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179168_P7171334.JPG,https://archive.org/download/SSID23179168_P7171334.JPG/SSID23179168_P7171334.JPG,Pelike,Timothy Moore Project Collection,7/17/16,a pelike showing Apollo and the Muses with a lyre,image/jpeg,music;Apollo; Muse; lyre; string,,music,"National Archaeological Museum, Athens",,1467,,,1,Cassel Painter,Greek,,440BC,430BC,Classical Greek,clay,,Unknown Provenance,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179167_P7171333.JPG,https://archive.org/download/SSID23179167_P7171333.JPG/SSID23179167_P7171333.JPG,Pelike,Timothy Moore Project Collection,7/17/16,"Red-figure pelike showing a Satyr crouching on a table, and amphora, and a woman playing the aulos",image/jpeg,music;Satyr; Maenad; Bacchic; aulos; tibia; wind; symposium,,music,"National Archaeological Museum, Athens",,1399,,,1,Agrigento Painter,Greek,,450BC,440BC,Classical Greek,clay,,Boeotia,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179166_P7171331.JPG,https://archive.org/download/SSID23179166_P7171331.JPG/SSID23179166_P7171331.JPG,Attic white lekythos,Timothy Moore Project Collection,7/17/16,an Attic white lekythos with a female figure making a wreath (or maybe playing a harp?),image/jpeg,music;lekythos; wreath; female; Attic; Painter of Athens; harp?,,music,"National Archaeological Museum, Athens",,1847,,,1,Painter of Athens,Greek,,475BC,450BC,Classical Greek,clay,,Unknown Provenance,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179165_P7171329.JPG,https://archive.org/download/SSID23179165_P7171329.JPG/SSID23179165_P7171329.JPG,Attic red-figure nupital lebes,Timothy Moore Project Collection,7/17/16,an Attic red-figure nuptial lebes: Wedding of gods. Figure playing lyre,image/jpeg,music;lyre; string; god; wedding; Apollo,,music,"National Archaeological Museum, Athens",,1172,,,1,an early mannerist,Greek,,470BC,460BC,Classical Greek,clay,,Athens,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179164_P7171327.JPG,https://archive.org/download/SSID23179164_P7171327.JPG/SSID23179164_P7171327.JPG,Groups of midwife and pregnant woman,Timothy Moore Project Collection,7/17/16,a group of statuettes of a midwife and pregnant woman,image/jpeg,non-music;Cyprus; pregnant; midwife; pregnancy; Theater mask,,non-music,"National Archaeological Museum, Athens",,"12205, 12206",https://commons.wikimedia.org/wiki/File:NAMA_Accouchement_1.jpg,,1,,Greek,,500BC,401BC,Archaic/Classical Greek,clay,,Cyprus,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179163_P7171326.JPG,https://archive.org/download/SSID23179163_P7171326.JPG/SSID23179163_P7171326.JPG,"Attic red-figured pelike, aulos player and dancing girl",Timothy Moore Project Collection,7/17/16,"an Attic red-figure pelike showing an auletris and a dancing girl, and a lyre",image/jpeg,music;aulos; tibia; wind; lyre; string; auletris; dance; dancing,,music,"National Archaeological Museum, Athens",,1187,https://www.worldhistory.org/image/1016/an-aulos-player-and-dancing-girl/,,1,,Greek,,410BC,400BC,Classical Greek,clay,,Athens,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179162_P7171324.JPG,https://archive.org/download/SSID23179162_P7171324.JPG/SSID23179162_P7171324.JPG,Attic red-figure calyx krater wiith a symposium,Timothy Moore Project Collection,7/17/16,"a red-figure vase with a symposium, including an auletris (center) and perhaps a guest playing one pipe of an aulos (left)",image/jpeg,music;aulos; tibia; wind; symposium; auletris,,music,"National Archaeological Museum, Athens",,,https://www.worldhistory.org/image/1038/scene-from-a-symposium/,,1,,Greek,,,,,clay,,,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179161_P7171322.JPG,https://archive.org/download/SSID23179161_P7171322.JPG/SSID23179161_P7171322.JPG,Attic red-figure hydria,Timothy Moore Project Collection,7/17/16,an Attic red-figure hydria of Sappho and her friends/pupils. One holds a lyre,image/jpeg,music;lyre; string; Sappho; poetry,,music,"National Archaeological Museum, Athens",,1260,https://commons.wikimedia.org/wiki/File:NAMA_Sappho_lisant.jpg,,1,(from the Polygnotos Group),Greek,,440BC,430BC,Classical Greek,clay,,Vari,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179160_P7171320.JPG,https://archive.org/download/SSID23179160_P7171320.JPG/SSID23179160_P7171320.JPG,Hydria,Timothy Moore Project Collection,7/17/16,"Hydra depicting Eros with castanets between Maenads dancing to the sound of the double flute, and a Satyr",image/jpeg,music;aulos; tibia; wind; crotola; castanet; percussion; Eros; Maenad; Satyr,,music,"National Archaeological Museum, Athens",,19500,,,1,,Greek,,360BC,340BC,Classical Greek,clay,,Unknown provenance,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179159_P7171317.JPG,https://archive.org/download/SSID23179159_P7171317.JPG/SSID23179159_P7171317.JPG,Red-figure Kabeiric skyphos,Timothy Moore Project Collection,7/17/16,a red-figure Kabeiric skyphosdepicting tibia.,image/jpeg,music;aulos; tibia; wind; Dionysos; Satyr; Maenad; Bacchic,,music,"National Archaeological Museum, Athens",,10423,,,1,Argos Painter,Greek,,420BC,410BC,Classical Greek,clay,,Kabeirion,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179158_P7171315.JPG,https://archive.org/download/SSID23179158_P7171315.JPG/SSID23179158_P7171315.JPG,Kabeiric skyphos,Timothy Moore Project Collection,7/17/16,a skyphos depicting a nude wreathed initiating and dancing to the sound of the aulos,image/jpeg,music;aulos; tibia; wind; dance; dancing,,music,"National Archaeological Museum, Athens",,425,"https://commons.wikimedia.org/wiki/File:Kabeiric_black-figure_skyphos,_NAMA_425,_191351.jpg",,1,,Greek,,500BC,480BC,Archaic Greek,clay,,Thebes,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179157_P7171313.JPG,https://archive.org/download/SSID23179157_P7171313.JPG/SSID23179157_P7171313.JPG,Kabeiric skyphos,Timothy Moore Project Collection,7/17/16,a skyphos depicting a procession towards the sanctuary of the Kabeiroi,image/jpeg,music;aulos; tibia; wind; Kabeiroi; Thebes; Mystai Painter; dance; dancing,,music,"National Archaeological Museum, Athens",,424,https://en.wikipedia.org/wiki/Kabiria_Group,,1,Mystai Painter,Greek,,500BC,301BC,Archaic/Classical Greek,clay,,Thebes,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179156_P7171312.JPG,https://archive.org/download/SSID23179156_P7171312.JPG/SSID23179156_P7171312.JPG,Procession to an altar to sacrifice a lamb,Timothy Moore Project Collection,7/17/16,a wodden plaque of Pitsa depicting a procession accompanied by instruments,image/jpeg,music;aulos; tibia; lyre; wind; string; wood; Pitsa; procession,,music,"National Archaeological Museum, Athens",,16464,"https://commons.wikimedia.org/wiki/File:Wooden_votive_plaque._Procession_to_altar_to_sacrifice_a_lamb._%22Corinthian%22_From_the_cave_Pitsa,_Corinthia,_540-530_BC_(27852145494).jpg",,1,,Greek,,540BC,530BC,Archaic Greek,wood,,"Pitsa, Corinthia",Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179155_P7171307b.JPG,https://archive.org/download/SSID23179155_P7171307b.JPG/SSID23179155_P7171307b.JPG,Fragments of bone auloi (flutes),Timothy Moore Project Collection,7/17/16,fragments of bone auloi (flutes),image/jpeg,music;aulos; tibia; wind; bone; extant; flute?,,music,"National Archaeological Museum, Athens",,"15342, 15344, 15346, 15345, 15344",,,1,,Greek,,650BC,600BC,Archaic Greek,ivory,,"Artemis Orthia, Sparta",Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179154_P7171307a.JPG,https://archive.org/download/SSID23179154_P7171307a.JPG/SSID23179154_P7171307a.JPG,Ivory figurine of a seated Sphinx,Timothy Moore Project Collection,7/17/16,an ivory figurine of a seated Sphinx,image/jpeg,non-music;Sphinx; Artemis Orthia; ivory,,non-music,"National Archaeological Museum, Athens",,15496,,,1,,Greek,,680BC,650BC,Archaic Greek,ivory,,"Artemis Orthia, Sparta",Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179153_P7171307.JPG,https://archive.org/download/SSID23179153_P7171307.JPG/SSID23179153_P7171307.JPG,Bone female protomes,Timothy Moore Project Collection,7/17/16,"Bone female protomes wearing a polos, possibly depicting Artemis Orthia",image/jpeg,non-music;Bone; Artemis Orthia; protomes,,non-music,"National Archaeological Museum, Athens",,"15338, 15329, 15330, 15331",,,1,,Greek,,680BC,650BC,Archaic Greek,bone,,"Artemis Orthia, Sparta",Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179152_P7171305a.JPG,https://archive.org/download/SSID23179152_P7171305a.JPG/SSID23179152_P7171305a.JPG,Kantharos (right),Timothy Moore Project Collection,7/17/16,Dancing komasts,image/jpeg,music;Kantharos; dance; dancing; komast,,music,"National Archaeological Museum, Athens",,624,https://picryl.com/media/ancient-greek-pottery-28469446795-4cbdba?zoom=true,,1,Painter of Berlin,Greek?,,573BC?,550BC,Archaic Greek,clay,,Unknown provenance,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179151_P7171305.JPG,https://archive.org/download/SSID23179151_P7171305.JPG/SSID23179151_P7171305.JPG,Karchesion (left),Timothy Moore Project Collection,7/17/16,Dancing komasts,image/jpeg,music;Karchesion; dance; dancing; komos,,music,"National Archaeological Museum, Athens",,623,https://picryl.com/media/attic-black-figured-kantharos-depicting-komasts-drunken-revellers-by-berlin-a7b530?zoom=true,,1,Painter of Berlin,Greek,,573BC,550BC,Archaic Greek,clay,,Unknown provenance,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179150_P7171303.JPG,https://archive.org/download/SSID23179150_P7171303.JPG/SSID23179150_P7171303.JPG,Column krater,Timothy Moore Project Collection,7/17/16,an Attic black figure column krater; Komasts; panthers and wild goats below,image/jpeg,music;Komos; dance; dancing; panther; goat; theater mask,,music,"National Archaeological Museum, Athens",,18773,https://www.flickr.com/photos/elisabetta2005/26070834993/,,1,KY Painter,Greek,,570BC,560BC,Archaic Greek,clay,,Unknown provenance,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179149_P7171301.JPG,https://archive.org/download/SSID23179149_P7171301.JPG/SSID23179149_P7171301.JPG,Column krater,Timothy Moore Project Collection,7/17/16,an Attic black figure column krater showing a komos with men and women dancing; panthers and wild goats below,image/jpeg,music;Komos; dance; dancing; Kaza; Komast Group,,music,"National Archaeological Museum, Athens",,441,https://www.alamy.com/greek-art-archaic-period-krater-painted-with-scenes-of-men-and-women-dancing-below-is-depicted-panthers-and-wild-goats-it-comes-from-kaza-eleftheros-komast-style-group-dated-between-580-570-bce-national-archaeological-museum-athens-greece-image231211246.html,,1,,Greek,,580BC,570BC,Archaic Greek,clay,,Kaza (Eleftheres),Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179148_P7171299.JPG,https://archive.org/download/SSID23179148_P7171299.JPG/SSID23179148_P7171299.JPG,Pyxis,Timothy Moore Project Collection,7/17/16,a fragment of a pyxis. Dancers with lyre in between ,image/jpeg,music;lyre; string ,,music,"National Archaeological Museum, Athens",,234,,,1,,Greek,,750BC,690BC,Geometric/Archaic Greek,,,Ayia Kyriaki near Sparta (Amyklaion),Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179147_P7171297.JPG,https://archive.org/download/SSID23179147_P7171297.JPG/SSID23179147_P7171297.JPG,Attic Geometric pitcher,Timothy Moore Project Collection,7/17/16,an Attic Geometric pitcher with musicians playing the phorminx and possibly rattles,image/jpeg,music;phorminx; string; rattle; percussion; lyre; sistrum,,music,"National Archaeological Museum, Athens",,18542,"https://commons.wikimedia.org/wiki/File:Attic_Late_Geometric_II_Pottery_Pitcher,_attributed_to_%E2%80%9CThe_Rattle_Group%E2%80%9D;_c._720-700_BC_(27855636834).jpg",,1,,Greek,,720BC,700BC,Geometric Greek,,,Unknown provenance,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179146_P7171293c.JPG,https://archive.org/download/SSID23179146_P7171293c.JPG/SSID23179146_P7171293c.JPG,Fragmentary copper alloy temple-shaped sistrum,Timothy Moore Project Collection,7/17/16,"part of an extant copper alloy sistrum with a cat, symbol of goddess Hathor, depicted (number 9)",image/jpeg,music;sistrum; percussion; Hathor; cat; extant,,music,"National Archaeological Museum, Athens",,687,https://www.worldhistory.org/image/13811/egyptian-sistrums/,,1,,Greek (Egyptian),,712BC,332BC,Late Period,Copper alloy,,,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179145_P7171293b.JPG,https://archive.org/download/SSID23179145_P7171293b.JPG/SSID23179145_P7171293b.JPG,Copper alloy statuette of a dancing satyr,Timothy Moore Project Collection,7/17/16,"copper alloy statuette of a dancing satyr, possible a copy of the 'Satyr in Athens' by Lysippos (number 3)",image/jpeg,music;satyr; dancing; dance; Satyr in Athens; Lysippos; ,,music,"National Archaeological Museum, Athens",,3423,,,1,,Greek (Egyptian),,323BC,31BC,Hellenistic ,Copper alloy,,"Tanis, Lower Egypt",Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179144_P7171293a.JPG,https://archive.org/download/SSID23179144_P7171293a.JPG/SSID23179144_P7171293a.JPG,Copper alloy statuette of a muse holding a harp (lyre),Timothy Moore Project Collection,7/17/16,a copper alloy statuette of a muse holding a harp (number 2),image/jpeg,music;string; lyre,,music,"National Archaeological Museum, Athens",,1753,,,1,,Greek (Egyptian),,323BC,31BC,Hellenistic ,Copper alloy,,Alexandria,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179143_P7171293.JPG,https://archive.org/download/SSID23179143_P7171293.JPG/SSID23179143_P7171293.JPG,Stone staute of an African playing the flute (aulos?),Timothy Moore Project Collection,7/17/16,a statue of an African playing the aulos (number 1),image/jpeg,music;tibia; aulos; wind; Alexandria; African,,music,"National Archaeological Museum, Athens",,22,,,1,,Greek (Egyptian),,323BC,31BC,Hellenistic ,Stone,,Alexandria,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179142_P7171292a.JPG,https://archive.org/download/SSID23179142_P7171292a.JPG/SSID23179142_P7171292a.JPG,Copper alloy bells,Timothy Moore Project Collection,7/17/16,"copper alloy extant bells for sacred and magic rituals, apotropaic symbols of protection (number 5)",image/jpeg,music;bell; percussion; ritual; extant; apotropaic symbol,,music,"National Archaeological Museum, Athens",,6953,,,1,,Roman (Egyptian),,30BC,641BC,Roman Period,copper alloy,,,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179141_P7171292.JPG,https://archive.org/download/SSID23179141_P7171292.JPG/SSID23179141_P7171292.JPG,Part of a harp ,Timothy Moore Project Collection,7/17/16,part of an extant wooden harp (number 4),image/jpeg,music;harp; string; wood; New Kingdom; tuning peg; extant,,music,"National Archaeological Museum, Athens",,156,,,1,,Greek (Egyptian),,1600BC,1070BC,New Kingdom of Egypt,Wood,,,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179140_P7171289c.JPG,https://archive.org/download/SSID23179140_P7171289c.JPG/SSID23179140_P7171289c.JPG,Copper alloy loop- or bow - shaped sistrum,Timothy Moore Project Collection,7/17/16,"sistrum with four movable wires, with the head of the goddess Isis, missing alloy discs",image/jpeg,music;sistrum; percussion; Isis,,music,"National Archaeological Museum, Athens",,632,,,1,,Egyptian?,,305BC,30BC,Ptolemaic Period,Copper alloy,,,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
SSID23179139_P7171289b.JPG,https://archive.org/download/SSID23179139_P7171289b.JPG/SSID23179139_P7171289b.JPG,Faience temple-shaped sistra,Timothy Moore Project Collection,7/17/16,extant Faience temple-shaped sistra with Hathor's protome and hieroglyphic inscription with the cartouche of Pharaoh Psammetichus II,image/jpeg,music;sistrum; percussion; extant; Pharaoh Psammetichus II; faience; Hathor,,music,"National Archaeological Museum, Athens",,"690, 693-4",,,1,,Egyptian?,,712BC,332BC,Late Period,Faience,,,Timothy J. Moore,,https://creativecommons.org/licenses/by-nc/4.0/,License terms apply only to those works and material in which copyright subsists. No rights are asserted to photographic reproductions of public domain materials.
